case_id,setting,subject,subject_id,target_new,target_true,avg_new_dominance_generation,avg_true_dominance_generation,avg_dominance_diff_generation,relation_id,popularity_score,avg_conflict_pos,avg_true_dominance_generation_bucket_k3,avg_new_dominance_generation_bucket_k3,avg_dominance_diff_generation_bucket_k3,avg_conflict_pos_bucket_k3
16420,neutral_new,Suzuki B-King,Q2000575,Honda,Suzuki,0.2467,0.24,-0.0067,P176,104,0.0,2,1,3,1
16426,neutral_new,Mulheres de Areia,Q466801,Australia,Brazil,0.4267,0.1067,-0.32,P495,12,0.000318,1,2,2,1
16479,neutral_new,Peter Forsberg,Q348416,soccer,hockey,0.3778,0.1556,-0.2222,P641,298,0.0,2,2,2,1
16556,neutral_new,William Henry Harrison,Q11869,French,English,0.3333,0.1867,-0.1467,P103,3226,0.000995,2,2,2,1
16585,neutral_new,Temples of Abu Simbel,Q134140,Chile,Egypt,0.1289,0.4844,0.3556,P17,854,0.0,3,1,3,1
16655,neutral_new,Thailand,Q869,Welsh,Thai,0.1385,0.3436,0.2051,P37,7647,0.000846,2,1,3,1
16803,neutral_new,Livonian Crusade,Q196409,Houston,Latvia,0.36,0.0,-0.36,P276,140,0.0,1,2,2,1
16841,neutral_new,Maurice Richard,Q3301329,football,hockey,0.5667,0.0,-0.5667,P641,0,0.0,1,2,1,1
16993,neutral_new,Archie Manning,Q611891,midfielder,quarterback,0.1867,0.2667,0.08,P413,2845,0.0,2,1,3,1
17002,neutral_new,Jason Kidd,Q221341,football,basketball,0.3576,0.2909,-0.0667,P641,1688,0.00055,2,2,2,1
17094,neutral_new,Jan Swammerdam,Q336794,Beijing,Amsterdam,0.8833,0.0,-0.8833,P20,36,0.0,1,3,1,1
17247,neutral_new,Fiat 850,Q1360944,Intel,Fiat,0.2462,0.3333,0.0872,P176,144,0.0,2,1,3,1
17276,neutral_new,Anton Nel,Q4775923,trumpet,piano,0.8667,0.0,-0.8667,P1303,5,0.0,1,3,1,1
17298,neutral_new,Pascal Quignard,Q423298,English,French,0.3778,0.1704,-0.2074,P1412,21,0.000611,2,2,2,1
17378,neutral_new,Samuil Feinberg,Q1971227,violin,piano,0.52,0.04,-0.48,P1303,28,0.0,1,2,2,1
17442,neutral_new,Jacques Sadoul,Q2033504,Dutch,French,0.5333,0.0444,-0.4889,P103,1,0.0,1,2,2,1
17525,neutral_new,Goswin de Stassart,Q1538693,Dutch,French,0.4111,0.0,-0.4111,P103,2,0.000179,1,2,2,1
17528,neutral_new,Mike Cowlishaw,Q52254,BBC,IBM,0.6167,0.0,-0.6167,P108,8,0.0,1,3,1,1
17811,neutral_new,Edward Burtynsky,Q967163,actor,photographer,0.1524,0.4762,0.3238,P106,60,0.000403,3,1,3,1
18070,neutral_new,MillerCoors,Q6859054,Budapest,Chicago,0.0,0.0,0.0,P159,66,,1,1,3,
18094,neutral_new,Utah County,Q27229,Uganda,Utah,0.4667,0.3833,-0.0833,P131,201,0.0,3,2,2,1
18143,neutral_new,Abdul Khalid Ibrahim,Q4665485,France,Malaysia,0.8533,0.0,-0.8533,P27,19,0.0,1,3,1,1
18161,neutral_new,The Josephine Baker Story,Q7743526,CBS,HBO,0.5667,0.0,-0.5667,P449,46,0.0,1,2,1,1
18242,neutral_new,Central African Republic,Q929,Antarctica,Africa,0.1958,0.3958,0.2,P30,2016,0.003849,3,1,3,1
18284,neutral_new,Romania,Q218,French,Romanian,0.3636,0.297,-0.0667,P37,5896,0.004873,2,2,2,1
18319,neutral_new,Walter Payton,Q963117,baseball,football,0.4,0.0444,-0.3556,P641,1278,7.3e-05,1,2,2,1
18510,neutral_new,TMF Nederland,Q2382500,Bangalore,Amsterdam,0.6667,0.0,-0.6667,P159,16,0.0,1,3,1,1
18520,neutral_new,Paul Mercurio,Q325406,economist,actor,0.5778,0.0667,-0.5111,P106,207,0.0,1,2,2,1
18587,neutral_new,Jules Massenet,Q194436,Norwegian,French,0.0902,0.3725,0.2824,P1412,126,0.0,3,1,3,1
18592,neutral_new,Nea Zichni Municipality,Q2532139,Poland,Greece,0.7333,0.08,-0.6533,P17,3,0.001292,1,3,1,1
18604,neutral_new,John Shelby Spong,Q1196186,cardinal,bishop,0.2857,0.2381,-0.0476,P39,118,0.001654,2,1,3,1
18786,neutral_new,Jay Cutler,Q312811,midfielder,quarterback,0.2667,0.275,0.0083,P413,1922,0.0,2,1,3,1
18834,neutral_new,West Darfur,Q846331,Australia,Sudan,0.24,0.3467,0.1067,P17,23,0.0,2,1,3,1
18840,neutral_new,Woodbine Racetrack,Q3135941,Rome,Ontario,0.5111,0.1556,-0.3556,P131,42,0.0,2,2,2,1
18845,neutral_new,2000 Summer Olympics,Q8544,Istanbul,Sydney,0.2556,0.4111,0.1556,P276,665,0.0,3,1,3,1
18860,neutral_new,Muawiyah I,Q181154,Moscow,Damascus,0.3222,0.5889,0.2667,P20,799,0.0,3,2,3,1
18966,neutral_new,Birmingham Repertory Theatre,Q4916786,Athens,Birmingham,0.2762,0.2667,-0.0095,P131,39,0.000568,2,1,3,1
19047,neutral_new,Hogeschool Gent,Q1313163,Ethiopia,Belgium,0.2222,0.4148,0.1926,P17,10,0.0,3,1,3,1
19066,neutral_new,Adrian Knox,Q4685169,Albania,Australia,0.7778,0.0,-0.7778,P27,3,0.000308,1,3,1,1
19107,neutral_new,Amiibo,Q17157056,IBM,Nintendo,0.4,0.12,-0.28,P178,166,0.0,1,2,2,1
19114,neutral_new,Le Droit,Q3222449,Swedish,French,0.3867,0.32,-0.0667,P407,8,0.007429,2,2,2,2
19122,neutral_new,Felix Plater,Q667732,sociology,medicine,0.4667,0.0,-0.4667,P101,7,0.0,1,2,2,1
19214,neutral_new,The Immoralist,Q174626,English,French,0.3056,0.4944,0.1889,P364,51,0.011374,3,1,3,2
19322,neutral_new,Madame Figaro,Q3275273,Spanish,French,0.6933,0.0267,-0.6667,P407,38,0.005337,1,3,1,1
19430,neutral_new,Pierre Braunberger,Q343898,Lawrence,Paris,0.6,0.0,-0.6,P19,3,0.0,1,3,1,1
19485,neutral_new,ProStars,Q7246696,CBS,NBC,0.7667,0.0,-0.7667,P449,81,0.0,1,3,1,1
19523,neutral_new,Pechora River,Q8168,Antarctica,Europe,0.3216,0.1804,-0.1412,P30,23,0.000491,2,2,2,1
19597,neutral_new,Catalonia,Q5705,English,Spanish,0.2267,0.3467,0.12,P37,2103,0.007052,2,1,3,2
19805,neutral_new,Antoine Danchet,Q585987,Taiwan,France,0.6667,0.0,-0.6667,P27,1,0.0,1,3,1,1
19829,neutral_new,Ghazi of Iraq,Q314784,Christian,Islam,0.5167,0.0833,-0.4333,P140,237,0.0,1,2,2,1
19898,neutral_new,Darren Daulton,Q3016497,goaltender,catcher,0.2,0.3778,0.1778,P413,1610,0.0,3,1,3,1
19941,neutral_new,DNB ASA,Q80788,Atlanta,Oslo,0.8444,0.0,-0.8444,P159,61,0.0,1,3,1,1
20051,neutral_new,London Book Fair,Q6669870,Normandy,London,0.2296,0.237,0.0074,P276,12,0.0,2,1,3,1
20098,neutral_new,Larsmo,Q259863,Argentina,Finland,0.72,0.0133,-0.7067,P17,15,0.000863,1,3,1,1
20112,neutral_new,Roland Freisler,Q57601,Winnipeg,Berlin,0.3667,0.0,-0.3667,P20,526,0.0,1,2,2,1
20182,neutral_new,Irina Khakamada,Q541213,Dutch,Russian,0.2889,0.1889,-0.1,P103,43,0.000943,2,1,2,1
20202,neutral_new,Nissan Sentra,Q1132451,Nokia,Nissan,0.1286,0.2762,0.1476,P176,629,0.0,2,1,3,1
20311,neutral_new,Herald Sun Tour,Q1607801,Helsinki,Victoria,0.6222,0.0,-0.6222,P276,17,0.0,1,3,1,1
20324,neutral_new,Peter Howson,Q711799,Rome,London,0.7333,0.0,-0.7333,P19,32,0.0,1,3,1,1
20486,neutral_new,Sam Rayburn Reservoir,Q1475987,Vienna,Texas,0.5048,0.0286,-0.4762,P131,50,0.000137,1,2,2,1
20647,neutral_new,Ambrose Akinmusire,Q34054,opera,jazz,0.6444,0.0222,-0.6222,P136,38,0.0,1,3,1,1
20680,neutral_new,Lavoisier Island,Q3108669,Asia,Antarctica,0.5524,0.2476,-0.3048,P30,1,0.007749,2,2,2,2
20821,neutral_new,Hippos,Q604995,Winnipeg,horse,0.7,0.0,-0.7,P138,25,0.0,1,3,1,1
21013,neutral_new,Thomas Browne,Q313925,London,Norwich,0.7167,0.0,-0.7167,P937,171,0.0,1,3,1,1
21066,neutral_new,International Documentary Film Festival Amsterdam,Q1666506,Berlin,Amsterdam,0.2963,0.2296,-0.0667,P276,23,0.0,2,1,2,1
21073,neutral_new,Honda VFR400,Q5892759,IBM,Honda,0.1879,0.3515,0.1636,P176,75,0.0,2,1,3,1
21076,neutral_new,Illertissen,Q503295,India,Germany,0.1476,0.381,0.2333,P17,16,1.2e-05,3,1,3,1
21157,neutral_new,Report Program Generator,Q840543,Microsoft,IBM,0.6556,0.0,-0.6556,P178,85,0.0,1,3,1,1
21268,neutral_new,Central Black Forest,Q1940689,Iran,Germany,0.2667,0.2208,-0.0458,P17,3,0.000119,2,1,3,1
21279,neutral_new,Selbu,Q492209,Belgium,Norway,0.2,0.5,0.3,P17,9,0.000794,3,1,3,1
21432,neutral_new,Brazilian Football Confederation,Q244754,UFO,FIFA,0.0,0.0667,0.0667,P463,243,0.0,1,1,3,1
21468,neutral_new,Tony Benn,Q332412,Lisbon,London,0.6333,0.25,-0.3833,P20,878,0.0,2,3,2,1
21488,neutral_new,Aruna Irani,Q158225,journalist,actor,0.7333,0.0,-0.7333,P106,889,0.0,1,3,1,1
21537,neutral_new,Alexander VIII,Q101294,London,Rome,0.9778,0.0444,-0.9333,P20,40,0.010856,1,3,1,2
21638,neutral_new,Mike Shinoda,Q19201,violin,guitar,0.5867,0.0,-0.5867,P1303,1845,0.000557,1,2,1,1
21791,neutral_new,Lydia Chukovskaya,Q433942,French,Russian,0.55,0.1333,-0.4167,P103,19,0.000433,2,2,2,1
21836,neutral_new,Gregory XV,Q132692,bishop,pope,0.4167,0.0167,-0.4,P39,56,0.0,1,2,2,1
21891,neutral_new,Saint Amandus,Q453698,mayor,bishop,0.7667,0.0,-0.7667,P39,33,3.3e-05,1,3,1,1
